id,author,cleaned_text
id13323,EAP,indeed angels
id24853,EAP,impetuous fury entering gust nearly lifted us fet
id12301,HPL,hidden wires strange mesages travelled much said still stranger mesages yet travel guesed till afterwardwhen western land safe peril
id13552,HPL,caved like egg shell amongst ruins nothing living dead could discovered
id16388,EAP,explained words designed opposed objection saying patient already death agony proceded without hesitation exchanging however lateral pases downward ones directing gaze entirely right eye sufferer
id08049,MWS,watched long heavy half closed lids burning cheks restless twining small fingers fever violent torpor complete enough without greater fear pestilence awaken alarm
id19704,MWS,girl met door helped relieve burden taking fuel cottage placed fire youth went apart nook cottage showed large loaf piece cheese
id07516,EAP,facts stated le soleil far indeed removing doubts upon subject examine particularly hereafter connexion another division theme
id10135,MWS,dwell last changes feel final decay nature
id01271,EAP,latter point however fully disproved
id17411,HPL,upon retiring unprecedented dream great cyclopean cities titan blocks sky flung monoliths dripping green ooze sinister latent horror
id01852,HPL,madness drove klenze death bareheaded unprotected ocean prussian man sense use last little
id21247,HPL,inded old sir wade possessed intellectual zeal amounting almost mania bizarre conjectures prehistoric white congolese civilisation earning much ridicule book observations several parts africa published
id27915,HPL,sugested physicians sufferer would fly much rage semed dare entertain
id04239,EAP,pieces frock torn bushes three inches wide six inches long
id01913,HPL,came devastating stroke lightning shook whole mountain lit darkest crypts hoary grove splintered patriarch twisted tres
id26236,EAP,came away east great hurry
id16096,HPL,began realise poor klenzes mods arisen temple drew feared aqueous abyses blind mounting terror
id11205,HPL,gawd almighty grass bushes movin goin slow like crepin ter top minute heaven knows fur germ panic semed spread among sekers
id10633,EAP,beating old mans heart
id24055,EAP,design originally wait physicians induced proceed first urgent entreaties valdemar secondly conviction moment lose evidently sinking fast
id02031,HPL,big silver key found box somewhere
id07802,MWS,sea fifty miles yet towards fled
id13193,HPL,darknes fell upon stricken countryside passive organise real defence
id05100,EAP,chances ten one eloped marie would propose elopement rather proposals elopement made one individual made another
id11697,MWS,consoler companion years
id06879,HPL,custom dined ears superstitious reverence tangibly physically exists made secretly ashamed dwell visions
id25392,HPL,afternoon june reported wireless u bound kiel torpedoed british freighter victory new york liverpol n latitude w longitude permiting crew leave boats order obtain good cinema view admiralty records
id03100,MWS,scatered unconnected obliged add links model work consistent form
id20666,HPL,urge walk gradually changing urge leap mystically space suddenly realised source pull lay
id25324,MWS,love tenderly
id00222,EAP,bandage attainable trouble delay imperfectly answering purpose bandage employed demonstrates necessity employment sprang circumstances arising period handkerchief longer attainable say arising imagined quiting thicket road thicket river
id20708,MWS,cries horror filled place every one endeavoured effect escape minutes market place cleared corpse lay ground maniac subdued exhausted sat beside leaning gaunt cheek upon thin hand
id12851,HPL,old spinning woman gone throng old man remained refused motioned seize animal ride like rest
id09292,MWS,frankenstein discovered made notes concerning history asked see corrected augmented many places principally giving life spirit conversations held enemy
id08318,MWS,love greek people appetite glory hatred barbarian government sufered even approach death stimulated
id03294,MWS,resolved let would befall see converse following day
id07749,HPL,german longer controls acts volition henceforward possible minor maters
id08276,MWS,yet small interval save us sea rise wall adamant without disease misery within shelter evil nook garden paradise particle celestial soil evil could invade truly wise generation imagine things awake
id18045,MWS,thus situated resource drive wind
id03660,MWS,midnight returned palace sought raymond alone apparently composed composure least inspired resolve adhere certain line conduct
id20712,HPL,arthur jermyn went moor burned seeing boxed object come africa
id12926,HPL,names trever lawrence apleton fell air loafers semed sense something unusual
id23810,MWS,por clerval must felings
id20307,HPL,soldiers jaren laughed drave wandered many cities
id24029,EAP,twice waylaid fotpads person rigorously searched inspection
id18270,EAP,length grew restive extreme distasteful supervision daily resented openly considered intolerable arrogance
id20256,EAP,dragged watch fob
id11842,HPL,corona borealis friend apeared dread whose scintillant semicircle stars must even glowing unseen measureless abyses aether
id04871,MWS,irksome three days al sleep appetite fled could read letter solitude wods imagine moment meeting
id26385,EAP,took thee rose wood coffin inlaid ivory
id14995,HPL,first violence musides grief gave place resignation laboured diligence upon figure tych
id03624,EAP,saturday april th
id18065,MWS,want occupation eager disposition turned field intellectual exertion hard study found excellent medicine allay fever spirit indolence doubtless asailed
id03096,EAP,young practising physician applied pocket mirror mouth found without breath assertion persecutor pronounced true bill whole party expressed determination endure tamely impositions future proceed farther carcases present
id11514,HPL,knew second remembered beyond frightful castle tres recognised altered edifice stood recognised terrible unholy abomination stood lering withdrew sulied fingers
id20489,EAP,pasages quoted similar ones refered gave von kempelen hint slightest degree question repeat yet remains seen whether momentous discovery momentous circumstances service disservice mankind large
id22112,MWS,let live interchange kindness instead injury would bestow every benefit upon tears gratitude acceptance
id04109,EAP,answer showing admitted truism ability inability conceive case received criterion axiomatic truth
id27888,HPL,chamber lined tall firm shelving along began gradually arrange apparently careful order rotting ancient boks parts boks day heaped promiscuously odd corners various roms
